Series Name,"Series Code","Country Name","Country Code","1990 [YR1990]","2000 [YR2000]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]"
"International tourism, number of arrivals","ST.INT.ARVL","Turkey","TUR","","9586000","31364000","34654000","35698000","37795000","39811000","39478000","30289000","37601000","45768000",""
"International tourism, number of arrivals","ST.INT.ARVL","Turkmenistan","TKM","","3400","","","","","","","","","",""
"International tourism, number of arrivals","ST.INT.ARVL","Turks and Caicos Islands","TCA","","152000","281000","354000","291700","290600","358000","386000","449000","416400","441000",""
"International tourism, number of arrivals","ST.INT.ARVL","Tuvalu","TUV","","1100","1700","1200","1100","1300","1400","2400","2500","2500","2700",""
"International tourism, number of arrivals","ST.INT.ARVL","Uganda","UGA","","193000","946000","1151000","1197000","1206000","1266000","1303000","1323000","1402000","",""
"International tourism, number of arrivals","ST.INT.ARVL","Ukraine","UKR","","6431000","21203000","21415000","23013000","24671000","12712000","12428000","13333000","14230000","14104000",""
"International tourism, number of arrivals","ST.INT.ARVL","United Arab Emirates","ARE","","3907000","","","","","16232000","17472000","18967000","20394000","21286000",""
"International tourism, number of arrivals","ST.INT.ARVL","United Kingdom","GBR","","23212000","28295000","29306000","29282000","31063000","32613000","34436000","35814000","37651000","36316000",""
"International tourism, number of arrivals","ST.INT.ARVL","United States","USA","","51238000","60010000","63477410","66966900","71642910","75379350","77773520","76407480","77186740","79745920",""
"International tourism, number of arrivals","ST.INT.ARVL","Uruguay","URY","","1968000","2353000","2857000","2695000","2683000","2682000","2773000","3037000","3674000","3469000",""
"International tourism, number of arrivals","ST.INT.ARVL","Uzbekistan","UZB","","302000","975000","1393000","1895000","1969000","1862000","1918000","2027000","2690000","5346000",""
"International tourism, number of arrivals","ST.INT.ARVL","Vanuatu","VUT","","58000","97200","94000","108200","110000","109000","90000","95100","109000","116000",""
"International tourism, number of arrivals","ST.INT.ARVL","Venezuela, RB","VEN","","469000","526000","595000","988000","986000","857000","789000","601000","427000","",""
"International tourism, number of arrivals","ST.INT.ARVL","Vietnam","VNM","","2140000","5050000","6014000","6848000","7572000","7874000","7944000","10013000","12922000","15498000",""
"International tourism, number of arrivals","ST.INT.ARVL","Virgin Islands (U.S.)","VIR","","546000","572000","567000","619000","590000","615000","642000","667000","535000","381000",""
"International tourism, number of arrivals","ST.INT.ARVL","West Bank and Gaza","PSE","","310000","522000","449000","490000","545000","556000","432000","400000","503000","606000",""
"International tourism, number of arrivals","ST.INT.ARVL","Yemen, Rep.","YEM","","73000","1025000","829000","874000","990000","1017500","366700","","","",""
"International tourism, number of arrivals","ST.INT.ARVL","Zambia","ZMB","","457000","815000","920000","859000","915000","947000","932000","956000","1083000","1072000",""
"International tourism, number of arrivals","ST.INT.ARVL","Zimbabwe","ZWE","","1967000","2239000","2423000","1794000","1833000","1880000","2057000","2168000","2423000","2580000",""
"International tourism, number of arrivals","ST.INT.ARVL","Arab World","ARB","","36338661.4813049","90023607.249532","76660005.5294921","84844588.3008134","85114141.128268","90876674.1350811","88169233.2844442","87721747.4973295","94181175.8660824","101463695.274466",""
"International tourism, number of arrivals","ST.INT.ARVL","Caribbean small states","CSS","","4991000","5704000","5849000","6029000","6007400","6240500","6451000","6642000","6870000","7351483.61650485",""
"International tourism, number of arrivals","ST.INT.ARVL","Central Europe and the Baltics","CEB","","49523103.2502393","59737000","63968000","67884000","70972000","74828000","80663000","86975000","93474000","100109000",""
"International tourism, number of arrivals","ST.INT.ARVL","Early-demographic dividend","EAR","","91314114.4612415","179010297.225811","177504436.8298","190286045.83377","198410843.906234","222524716.657863","227478950.711391","221364260.639297","246442870.180975","275587369.477646",""
"International tourism, number of arrivals","ST.INT.ARVL","East Asia & Pacific","EAS","","105029881.956407","195018784.765336","206832527.896768","221489481.343575","236156147.377598","249070596.175741","263417518.465131","283768499.405776","300522331.533074","320268446.7445",""
"International tourism, number of arrivals","ST.INT.ARVL","East Asia & Pacific (excluding high income)","EAP","","62844690.8036643","119848825.689066","127991817.088534","134630642.618281","141424939.948023","144254943.572499","152892000.62772","161115801.849023","172248135.521042","183240497.168252",""
"International tourism, number of arrivals","ST.INT.ARVL","East Asia & Pacific (IDA & IBRD countries)","TEA","","62091182.7892206","118416110.613852","126484052.216273","133049086.068935","139748452.2362","142574364.510305","151127010.371186","159224453.791186","170203053.594187","181041126.519557",""
"International tourism, number of arrivals","ST.INT.ARVL","Euro area","EMU","","255220000","284198000","301387000","308010000","322755000","337777000","353222000","367252000","397086000","413959200",""
"International tourism, number of arrivals","ST.INT.ARVL","Europe & Central Asia","ECS","","389836572.479103","484938945.80246","516232620.437518","541182050.810209","569249315.673091","582994926.209797","608656396.709374","621598529.996853","675130478.961509","712592479.690818",""
"International tourism, number of arrivals","ST.INT.ARVL","Europe & Central Asia (excluding high income)","ECA","","45355810.91682","95915249.7622341","106337493.124713","121920807.530771","130402939.502179","121719077.493729","122345550.582007","113649468.682369","127434727.932425","143462133.550769",""
"International tourism, number of arrivals","ST.INT.ARVL","Europe & Central Asia (IDA & IBRD countries)","TEC","","74591936.895534","125201307.237213","137433868.114364","155270145.861862","165376682.641098","158033713.112013","161377539.089059","155508323.126797","172583144.603415","191829289.563944",""
"International tourism, number of arrivals","ST.INT.ARVL","European Union","EUU","","307872145.864778","349776000","369261000","379286000","396682000","417316000","438992000","459146000","496171000","519571200",""
"International tourism, number of arrivals","ST.INT.ARVL","Fragile and conflict affected situations","FCS","","10289052.8247842","29687212.4281829","22902028.0548874","23977436.6083286","24908399.1247375","","","","","",""
"International tourism, number of arrivals","ST.INT.ARVL","Heavily indebted poor countries (HIPC)","HPC","","6379285.51905559","15286896.20984","16977316.6976192","18384372.0513311","19155432.9440369","19392860.9220315","21124902.9932378","22406697.9904931","24097516.6259645","",""
"International tourism, number of arrivals","ST.INT.ARVL","High income","HIC","","487331963.377029","593953091.312182","621516137.60796","647742382.742056","681599452.232603","723532949.824982","760381221.760921","798283035.566457","846587465.775058","879719450.757613",""
"International tourism, number of arrivals","ST.INT.ARVL","IBRD only","IBD","","209475503.100931","358927681.911667","375457971.501635","404605533.879489","421778021.931331","431189697.801743","442808945.083009","452065583.559555","492973105.994029","532429827.267528",""
"International tourism, number of arrivals","ST.INT.ARVL","IDA & IBRD total","IBT","","229172408.560472","407936084.45439","422233563.322446","455500832.54013","475625042.194498","488654817.857791","505807211.899826","514813440.772745","561797590.954269","610304931.035529",""
"International tourism, number of arrivals","ST.INT.ARVL","IDA blend","IDB","","6549836.26754359","14184000","13206000","13974000","13333739.8523985","13883224.8616236","15461852.8597786","15285673.8929889","","",""
"International tourism, number of arrivals","ST.INT.ARVL","IDA only","IDX","","11086948.9187323","32437861.9001827","30925419.5831259","34290498.4624059","38273255.7974372","41909299.7126984","46654250.060092","","","",""
"International tourism, number of arrivals","ST.INT.ARVL","IDA total","IDA","","17738929.9734804","46533635.2095571","44029659.7847913","48016377.3884029","50999487.5402998","55021291.4829265","61258551.85687","60625967.1532995","","",""
"International tourism, number of arrivals","ST.INT.ARVL","Late-demographic dividend","LTE","","150586855.864861","228353323.163951","243099328.211547","258610441.795509","271179197.29927","277645359.397536","289781779.467031","298565095.875808","316724202.664566","333351809.281881",""
"International tourism, number of arrivals","ST.INT.ARVL","Latin America & Caribbean","LCN","","55998810.8275148","73253699.4459967","76578867.3730675","79169698.2147705","81239102.7234886","90166653.581159","96998898.6220478","103358519.794566","111174514.516615","113348450.74506",""
"International tourism, number of arrivals","ST.INT.ARVL","Latin America & Caribbean (excluding high income)","LAC","","43004676.8907161","57888000","60119000","62112000","64008400","72308100","77185000","82116300","89250000","93083127.4089447",""
"International tourism, number of arrivals","ST.INT.ARVL","Latin America & the Caribbean (IDA & IBRD countries)","TLA","","46133307.3989321","62575000","65674000","67950000","69870400","78202100","83848000","89530300","97380000","100122115.273835",""
"International tourism, number of arrivals","ST.INT.ARVL","Least developed countries: UN classification","LDC","","6312947.88960593","18729671.4652188","20856974.940845","23289231.9558644","26282940.6773667","29078988.8983201","31537453.0532106","30782239.0666493","33090028.6779738","37193816.8946493",""
"International tourism, number of arrivals","ST.INT.ARVL","Low & middle income","LMY","","197131128.024578","374673864.240436","386145701.308167","416996924.863866","435551764.855608","447209039.563082","460570223.107567","465807399.628348","508950566.921242","555702832.338558",""
"International tourism, number of arrivals","ST.INT.ARVL","Low income","LIC","","5200788.93276644","19534809.7559314","16572553.6395372","","","","","","","",""
"International tourism, number of arrivals","ST.INT.ARVL","Lower middle income","LMC","","41755238.9118308","99299965.8213533","95306512.8183865","104682685.651043","109433660.600831","107267682.918485","109989366.278743","111214371.814553","127222013.15631","143896301.541852",""
"International tourism, number of arrivals","ST.INT.ARVL","Middle East & North Africa","MEA","","39651559.7651214","93031789.6914054","80718118.2434208","89091317.6525398","90609653.6605628","96281878.1326807","93830213.7630228","93328132.1595435","100457140.338422","110563609.189097",""
"International tourism, number of arrivals","ST.INT.ARVL","Middle East & North Africa (excluding high income)","MNA","","22220219.4738872","55256542.4500061","44708140.6604555","48520543.13783","48154054.62882","48665694.4078438","44464421.800973","40435194.6037831","47735563.5382128","57712158.754666",""
